name,ticker,country,benchmark_index,ISO_alpha3_codes
Maruha Nichiro Corp,1333.T,JAPAN,NIKKEI 225,JPN
Inpex Corp,1605.T,JAPAN,NIKKEI 225,JPN
COMSYS Holdings Corp,1721.T,JAPAN,NIKKEI 225,JPN
Taisei Corp,1801.T,JAPAN,NIKKEI 225,JPN
Obayashi Corp,1802.T,JAPAN,NIKKEI 225,JPN
Shimizu Corp,1803.T,JAPAN,NIKKEI 225,JPN
Haseko Corp,1808.T,JAPAN,NIKKEI 225,JPN
Kajima Corp,1812.T,JAPAN,NIKKEI 225,JPN
Daiwa House Industry Co Ltd,1925.T,JAPAN,NIKKEI 225,JPN
Sekisui House Ltd,1928.T,JAPAN,NIKKEI 225,JPN
JGC Holdings Corp,1963.T,JAPAN,NIKKEI 225,JPN
Nisshin Seifun Group Inc,2002.T,JAPAN,NIKKEI 225,JPN
MEIJI Holdings Co Ltd,2269.T,JAPAN,NIKKEI 225,JPN
NH Foods Ltd,2282.T,JAPAN,NIKKEI 225,JPN
M3 Inc,2413.T,JAPAN,NIKKEI 225,JPN
DeNA Co Ltd,2432.T,JAPAN,NIKKEI 225,JPN
Sapporo Holdings Ltd,2501.T,JAPAN,NIKKEI 225,JPN
Asahi Group Holdings Ltd,2502.T,JAPAN,NIKKEI 225,JPN
Kirin Holdings Co Ltd,2503.T,JAPAN,NIKKEI 225,JPN
Takara Holdings Inc,2531.T,JAPAN,NIKKEI 225,JPN
Sojitz Corp,2768.T,JAPAN,NIKKEI 225,JPN
Kikkoman Corp,2801.T,JAPAN,NIKKEI 225,JPN
Ajinomoto Co Inc,2802.T,JAPAN,NIKKEI 225,JPN
Nichirei Corp,2871.T,JAPAN,NIKKEI 225,JPN
Japan Tobacco Inc,2914.T,JAPAN,NIKKEI 225,JPN
J Front Retailing Co Ltd,3086.T,JAPAN,NIKKEI 225,JPN
Isetan Mitsukoshi Holdings Ltd,3099.T,JAPAN,NIKKEI 225,JPN
Toyobo Co Ltd,3101.T,JAPAN,NIKKEI 225,JPN
Unitika Ltd,3103.T,JAPAN,NIKKEI 225,JPN
Nisshinbo Holdings Inc,3105.T,JAPAN,NIKKEI 225,JPN
Tokyu Fudosan Holdings Corp,3289.T,JAPAN,NIKKEI 225,JPN
Seven & i Holdings Co Ltd,3382.T,JAPAN,NIKKEI 225,JPN
Teijin Ltd,3401.T,JAPAN,NIKKEI 225,JPN
Toray Industries Inc,3402.T,JAPAN,NIKKEI 225,JPN
Kuraray Co Ltd,3405.T,JAPAN,NIKKEI 225,JPN
Asahi Kasei Corp,3407.T,JAPAN,NIKKEI 225,JPN
SUMCO Corp,3436.T,JAPAN,NIKKEI 225,JPN
Oji Holdings Corp,3861.T,JAPAN,NIKKEI 225,JPN
Nippon Paper Industries Co Ltd,3863.T,JAPAN,NIKKEI 225,JPN
4004.T,4004.T,JAPAN,NIKKEI 225,JPN
Sumitomo Chemical Co Ltd,4005.T,JAPAN,NIKKEI 225,JPN
Nissan Chemical Corp,4021.T,JAPAN,NIKKEI 225,JPN
Tosoh Corp,4042.T,JAPAN,NIKKEI 225,JPN
Tokuyama Corp,4043.T,JAPAN,NIKKEI 225,JPN
Denka Co Ltd,4061.T,JAPAN,NIKKEI 225,JPN
Shin-Etsu Chemical Co Ltd,4063.T,JAPAN,NIKKEI 225,JPN
Kyowa Kirin Co Ltd,4151.T,JAPAN,NIKKEI 225,JPN
Mitsui Chemicals Inc,4183.T,JAPAN,NIKKEI 225,JPN
Mitsubishi Chemical Holdings Corp,4188.T,JAPAN,NIKKEI 225,JPN
Ube Industries Ltd,4208.T,JAPAN,NIKKEI 225,JPN
Nippon Kayaku Co Ltd,4272.T,JAPAN,NIKKEI 225,JPN
Dentsu Group Inc,4324.T,JAPAN,NIKKEI 225,JPN
Kao Corp,4452.T,JAPAN,NIKKEI 225,JPN
Takeda Pharmaceutical Co Ltd,4502.T,JAPAN,NIKKEI 225,JPN
Astellas Pharma Inc,4503.T,JAPAN,NIKKEI 225,JPN
Sumitomo Dainippon Pharma Co Ltd,4506.T,JAPAN,NIKKEI 225,JPN
Shionogi & Co Ltd,4507.T,JAPAN,NIKKEI 225,JPN
Chugai Pharmaceutical Co Ltd,4519.T,JAPAN,NIKKEI 225,JPN
Eisai Co Ltd,4523.T,JAPAN,NIKKEI 225,JPN
Terumo Corp,4543.T,JAPAN,NIKKEI 225,JPN
Daiichi Sankyo Co Ltd,4568.T,JAPAN,NIKKEI 225,JPN
Otsuka Holdings Co Ltd,4578.T,JAPAN,NIKKEI 225,JPN
DIC Corp,4631.T,JAPAN,NIKKEI 225,JPN
Z Holdings Corp,4689.T,JAPAN,NIKKEI 225,JPN
Trend Micro Inc/Japan,4704.T,JAPAN,NIKKEI 225,JPN
CyberAgent Inc,4751.T,JAPAN,NIKKEI 225,JPN
Rakuten Inc,4755.T,JAPAN,NIKKEI 225,JPN
FUJIFILM Holdings Corp,4901.T,JAPAN,NIKKEI 225,JPN
Konica Minolta Inc,4902.T,JAPAN,NIKKEI 225,JPN
Shiseido Co Ltd,4911.T,JAPAN,NIKKEI 225,JPN
Idemitsu Kosan Co Ltd,5019.T,JAPAN,NIKKEI 225,JPN
JXTG Holdings Inc,5020.T,JAPAN,NIKKEI 225,JPN
Yokohama Rubber Co Ltd/The,5101.T,JAPAN,NIKKEI 225,JPN
Bridgestone Corp,5108.T,JAPAN,NIKKEI 225,JPN
AGC Inc/Japan,5201.T,JAPAN,NIKKEI 225,JPN
Nippon Sheet Glass Co Ltd,5202.T,JAPAN,NIKKEI 225,JPN
Nippon Electric Glass Co Ltd,5214.T,JAPAN,NIKKEI 225,JPN
Sumitomo Osaka Cement Co Ltd,5232.T,JAPAN,NIKKEI 225,JPN
Taiheiyo Cement Corp,5233.T,JAPAN,NIKKEI 225,JPN
Tokai Carbon Co Ltd,5301.T,JAPAN,NIKKEI 225,JPN
TOTO Ltd,5332.T,JAPAN,NIKKEI 225,JPN
NGK Insulators Ltd,5333.T,JAPAN,NIKKEI 225,JPN
Nippon Steel Corp,5401.T,JAPAN,NIKKEI 225,JPN
Kobe Steel Ltd,5406.T,JAPAN,NIKKEI 225,JPN
JFE Holdings Inc,5411.T,JAPAN,NIKKEI 225,JPN
Pacific Metals Co Ltd,5541.T,JAPAN,NIKKEI 225,JPN
Japan Steel Works Ltd/The,5631.T,JAPAN,NIKKEI 225,JPN
Nippon Light Metal Holdings Co Ltd,5703.T,JAPAN,NIKKEI 225,JPN
Mitsui Mining & Smelting Co Ltd,5706.T,JAPAN,NIKKEI 225,JPN
Toho Zinc Co Ltd,5707.T,JAPAN,NIKKEI 225,JPN
Mitsubishi Materials Corp,5711.T,JAPAN,NIKKEI 225,JPN
Sumitomo Metal Mining Co Ltd,5713.T,JAPAN,NIKKEI 225,JPN
Dowa Holdings Co Ltd,5714.T,JAPAN,NIKKEI 225,JPN
Furukawa Electric Co Ltd,5801.T,JAPAN,NIKKEI 225,JPN
Sumitomo Electric Industries Ltd,5802.T,JAPAN,NIKKEI 225,JPN
Fujikura Ltd,5803.T,JAPAN,NIKKEI 225,JPN
Toyo Seikan Group Holdings Ltd,5901.T,JAPAN,NIKKEI 225,JPN
Recruit Holdings Co Ltd,6098.T,JAPAN,NIKKEI 225,JPN
OKUMA Corp,6103.T,JAPAN,NIKKEI 225,JPN
Amada Holdings Co Ltd,6113.T,JAPAN,NIKKEI 225,JPN
Japan Post Holdings Co Ltd,6178.T,JAPAN,NIKKEI 225,JPN
Komatsu Ltd,6301.T,JAPAN,NIKKEI 225,JPN
Sumitomo Heavy Industries Ltd,6302.T,JAPAN,NIKKEI 225,JPN
Hitachi Construction Machinery Co Ltd,6305.T,JAPAN,NIKKEI 225,JPN
Kubota Corp,6326.T,JAPAN,NIKKEI 225,JPN
Ebara Corp,6361.T,JAPAN,NIKKEI 225,JPN
Daikin Industries Ltd,6367.T,JAPAN,NIKKEI 225,JPN
NSK Ltd,6471.T,JAPAN,NIKKEI 225,JPN
NTN Corp,6472.T,JAPAN,NIKKEI 225,JPN
JTEKT Corp,6473.T,JAPAN,NIKKEI 225,JPN
MINEBEA MITSUMI Inc,6479.T,JAPAN,NIKKEI 225,JPN
Hitachi Ltd,6501.T,JAPAN,NIKKEI 225,JPN
Mitsubishi Electric Corp,6503.T,JAPAN,NIKKEI 225,JPN
Fuji Electric Co Ltd,6504.T,JAPAN,NIKKEI 225,JPN
Yaskawa Electric Corp,6506.T,JAPAN,NIKKEI 225,JPN
Omron Corp,6645.T,JAPAN,NIKKEI 225,JPN
GS Yuasa Corp,6674.T,JAPAN,NIKKEI 225,JPN
NEC Corp,6701.T,JAPAN,NIKKEI 225,JPN
Fujitsu Ltd,6702.T,JAPAN,NIKKEI 225,JPN
Oki Electric Industry Co Ltd,6703.T,JAPAN,NIKKEI 225,JPN
Seiko Epson Corp,6724.T,JAPAN,NIKKEI 225,JPN
Panasonic Corp,6752.T,JAPAN,NIKKEI 225,JPN
Sony Corp,6758.T,JAPAN,NIKKEI 225,JPN
TDK Corp,6762.T,JAPAN,NIKKEI 225,JPN
Alps Alpine Co Ltd,6770.T,JAPAN,NIKKEI 225,JPN
Yokogawa Electric Corp,6841.T,JAPAN,NIKKEI 225,JPN
Advantest Corp,6857.T,JAPAN,NIKKEI 225,JPN
Denso Corp,6902.T,JAPAN,NIKKEI 225,JPN
Casio Computer Co Ltd,6952.T,JAPAN,NIKKEI 225,JPN
FANUC Corp,6954.T,JAPAN,NIKKEI 225,JPN
Kyocera Corp,6971.T,JAPAN,NIKKEI 225,JPN
Taiyo Yuden Co Ltd,6976.T,JAPAN,NIKKEI 225,JPN
Nitto Denko Corp,6988.T,JAPAN,NIKKEI 225,JPN
Mitsui E&S Holdings Co Ltd,7003.T,JAPAN,NIKKEI 225,JPN
Hitachi Zosen Corp,7004.T,JAPAN,NIKKEI 225,JPN
Mitsubishi Heavy Industries Ltd,7011.T,JAPAN,NIKKEI 225,JPN
Kawasaki Heavy Industries Ltd,7012.T,JAPAN,NIKKEI 225,JPN
IHI Corp,7013.T,JAPAN,NIKKEI 225,JPN
Concordia Financial Group Ltd,7186.T,JAPAN,NIKKEI 225,JPN
Nissan Motor Co Ltd,7201.T,JAPAN,NIKKEI 225,JPN
Isuzu Motors Ltd,7202.T,JAPAN,NIKKEI 225,JPN
Toyota Motor Corp,7203.T,JAPAN,NIKKEI 225,JPN
Hino Motors Ltd,7205.T,JAPAN,NIKKEI 225,JPN
Mitsubishi Motors Corp,7211.T,JAPAN,NIKKEI 225,JPN
Mazda Motor Corp,7261.T,JAPAN,NIKKEI 225,JPN
Honda Motor Co Ltd,7267.T,JAPAN,NIKKEI 225,JPN
Suzuki Motor Corp,7269.T,JAPAN,NIKKEI 225,JPN
Subaru Corp,7270.T,JAPAN,NIKKEI 225,JPN
Yamaha Motor Co Ltd,7272.T,JAPAN,NIKKEI 225,JPN
Nikon Corp,7731.T,JAPAN,NIKKEI 225,JPN
Olympus Corp,7733.T,JAPAN,NIKKEI 225,JPN
SCREEN Holdings Co Ltd,7735.T,JAPAN,NIKKEI 225,JPN
Canon Inc,7751.T,JAPAN,NIKKEI 225,JPN
Ricoh Co Ltd,7752.T,JAPAN,NIKKEI 225,JPN
Citizen Watch Co Ltd,7762.T,JAPAN,NIKKEI 225,JPN
Bandai Namco Holdings Inc,7832.T,JAPAN,NIKKEI 225,JPN
Toppan Printing Co Ltd,7911.T,JAPAN,NIKKEI 225,JPN
Dai Nippon Printing Co Ltd,7912.T,JAPAN,NIKKEI 225,JPN
Yamaha Corp,7951.T,JAPAN,NIKKEI 225,JPN
ITOCHU Corp,8001.T,JAPAN,NIKKEI 225,JPN
Marubeni Corp,8002.T,JAPAN,NIKKEI 225,JPN
Toyota Tsusho Corp,8015.T,JAPAN,NIKKEI 225,JPN
FamilyMart Co Ltd,8028.T,JAPAN,NIKKEI 225,JPN
Mitsui & Co Ltd,8031.T,JAPAN,NIKKEI 225,JPN
Tokyo Electron Ltd,8035.T,JAPAN,NIKKEI 225,JPN
Sumitomo Corp,8053.T,JAPAN,NIKKEI 225,JPN
Mitsubishi Corp,8058.T,JAPAN,NIKKEI 225,JPN
Takashimaya Co Ltd,8233.T,JAPAN,NIKKEI 225,JPN
Marui Group Co Ltd,8252.T,JAPAN,NIKKEI 225,JPN
Credit Saison Co Ltd,8253.T,JAPAN,NIKKEI 225,JPN
Aeon Co Ltd,8267.T,JAPAN,NIKKEI 225,JPN
Shinsei Bank Ltd,8303.T,JAPAN,NIKKEI 225,JPN
Aozora Bank Ltd,8304.T,JAPAN,NIKKEI 225,JPN
Mitsubishi UFJ Financial Group Inc,8306.T,JAPAN,NIKKEI 225,JPN
Resona Holdings Inc,8308.T,JAPAN,NIKKEI 225,JPN
Sumitomo Mitsui Trust Holdings Inc,8309.T,JAPAN,NIKKEI 225,JPN
Sumitomo Mitsui Financial Group Inc,8316.T,JAPAN,NIKKEI 225,JPN
Chiba Bank Ltd/The,8331.T,JAPAN,NIKKEI 225,JPN
Fukuoka Financial Group Inc,8354.T,JAPAN,NIKKEI 225,JPN
Shizuoka Bank Ltd/The,8355.T,JAPAN,NIKKEI 225,JPN
Mizuho Financial Group Inc,8411.T,JAPAN,NIKKEI 225,JPN
Daiwa Securities Group Inc,8601.T,JAPAN,NIKKEI 225,JPN
Nomura Holdings Inc,8604.T,JAPAN,NIKKEI 225,JPN
Matsui Securities Co Ltd,8628.T,JAPAN,NIKKEI 225,JPN
Sompo Holdings Inc,8630.T,JAPAN,NIKKEI 225,JPN
MS&AD Insurance Group Holdings Inc,8725.T,JAPAN,NIKKEI 225,JPN
Sony Financial Holdings Inc,8729.T,JAPAN,NIKKEI 225,JPN
Dai-ichi Life Holdings Inc,8750.T,JAPAN,NIKKEI 225,JPN
Tokio Marine Holdings Inc,8766.T,JAPAN,NIKKEI 225,JPN
T&D Holdings Inc,8795.T,JAPAN,NIKKEI 225,JPN
Mitsui Fudosan Co Ltd,8801.T,JAPAN,NIKKEI 225,JPN
Mitsubishi Estate Co Ltd,8802.T,JAPAN,NIKKEI 225,JPN
Tokyo Tatemono Co Ltd,8804.T,JAPAN,NIKKEI 225,JPN
Sumitomo Realty & Development Co Ltd,8830.T,JAPAN,NIKKEI 225,JPN
Tobu Railway Co Ltd,9001.T,JAPAN,NIKKEI 225,JPN
Tokyu Corp,9005.T,JAPAN,NIKKEI 225,JPN
Odakyu Electric Railway Co Ltd,9007.T,JAPAN,NIKKEI 225,JPN
Keio Corp,9008.T,JAPAN,NIKKEI 225,JPN
Keisei Electric Railway Co Ltd,9009.T,JAPAN,NIKKEI 225,JPN
East Japan Railway Co,9020.T,JAPAN,NIKKEI 225,JPN
West Japan Railway Co,9021.T,JAPAN,NIKKEI 225,JPN
Central Japan Railway Co,9022.T,JAPAN,NIKKEI 225,JPN
Nippon Express Co Ltd,9062.T,JAPAN,NIKKEI 225,JPN
Yamato Holdings Co Ltd,9064.T,JAPAN,NIKKEI 225,JPN
9101.T,9101.T,JAPAN,NIKKEI 225,JPN
Mitsui OSK Lines Ltd,9104.T,JAPAN,NIKKEI 225,JPN
Kawasaki Kisen Kaisha Ltd,9107.T,JAPAN,NIKKEI 225,JPN
ANA Holdings Inc,9202.T,JAPAN,NIKKEI 225,JPN
Mitsubishi Logistics Corp,9301.T,JAPAN,NIKKEI 225,JPN
SKY Perfect JSAT Holdings Inc,9412.T,JAPAN,NIKKEI 225,JPN
Nippon Telegraph & Telephone Corp,9432.T,JAPAN,NIKKEI 225,JPN
KDDI Corp,9433.T,JAPAN,NIKKEI 225,JPN
NTT DOCOMO Inc,9437.T,JAPAN,NIKKEI 225,JPN
Tokyo Electric Power Co Holdings Inc,9501.T,JAPAN,NIKKEI 225,JPN
Chubu Electric Power Co Inc,9502.T,JAPAN,NIKKEI 225,JPN
Kansai Electric Power Co Inc/The,9503.T,JAPAN,NIKKEI 225,JPN
Tokyo Gas Co Ltd,9531.T,JAPAN,NIKKEI 225,JPN
Osaka Gas Co Ltd,9532.T,JAPAN,NIKKEI 225,JPN
Toho Co Ltd/Tokyo,9602.T,JAPAN,NIKKEI 225,JPN
NTT Data Corp,9613.T,JAPAN,NIKKEI 225,JPN
Secom Co Ltd,9735.T,JAPAN,NIKKEI 225,JPN
Konami Holdings Corp,9766.T,JAPAN,NIKKEI 225,JPN
Fast Retailing Co Ltd,9983.T,JAPAN,NIKKEI 225,JPN
3I GRP.,III.L,GREAT BRITAIN,FTSE 100,GBR
A.B.FOOD,ABF.L,GREAT BRITAIN,FTSE 100,GBR
ADMIRAL GRP,ADM.L,GREAT BRITAIN,FTSE 100,GBR
ANGLO AMERICAN,AAL.L,GREAT BRITAIN,FTSE 100,GBR
ANTOFAGASTA,ANTO.L,GREAT BRITAIN,FTSE 100,GBR
ASHTEAD GRP.,AHT.L,GREAT BRITAIN,FTSE 100,GBR
ASTRAZENECA,AZN.L,GREAT BRITAIN,FTSE 100,GBR
AUTO TRAD,AUTO.L,GREAT BRITAIN,FTSE 100,GBR
AVEVA GRP,AVV.L,GREAT BRITAIN,FTSE 100,GBR
AVIVA,AV.L,GREAT BRITAIN,FTSE 100,GBR
BAE SYS.,BA.L,GREAT BRITAIN,FTSE 100,GBR
BARCLAYS,BARC.L,GREAT BRITAIN,FTSE 100,GBR
BARRATT DEVEL.,BDEV.L,GREAT BRITAIN,FTSE 100,GBR
BERKELEY GP.HLD,BKG.L,GREAT BRITAIN,FTSE 100,GBR
BHP GROUP,BHP.L,GREAT BRITAIN,FTSE 100,GBR
BP,BP.L,GREAT BRITAIN,FTSE 100,GBR
BR.AMER.TOB.,BATS.L,GREAT BRITAIN,FTSE 100,GBR
BR.LAND,BLND.L,GREAT BRITAIN,FTSE 100,GBR
BT GROUP,BT.L,GREAT BRITAIN,FTSE 100,GBR
BUNZL,BNZL.L,GREAT BRITAIN,FTSE 100,GBR
BURBERRY GRP,BRBY.L,GREAT BRITAIN,FTSE 100,GBR
CARNIVAL,CCL.L,GREAT BRITAIN,FTSE 100,GBR
CENTRICA,CNA.L,GREAT BRITAIN,FTSE 100,GBR
COCACOLA HBC AG,CCH.L,GREAT BRITAIN,FTSE 100,GBR
COMPASS GROUP,CPG.L,GREAT BRITAIN,FTSE 100,GBR
CRH,CRH.L,GREAT BRITAIN,FTSE 100,GBR
CRODA INTL.,CRDA.L,GREAT BRITAIN,FTSE 100,GBR
DCC,DCC.L,GREAT BRITAIN,FTSE 100,GBR
DIAGEO,DGE.L,GREAT BRITAIN,FTSE 100,GBR
EASYJET,EZJ.L,GREAT BRITAIN,FTSE 100,GBR
EVRAZ,EVR.L,GREAT BRITAIN,FTSE 100,GBR
EXPERIAN,EXPN.L,GREAT BRITAIN,FTSE 100,GBR
FERGUSON,FERG.L,GREAT BRITAIN,FTSE 100,GBR
FLUTTER ENT,FLTR.L,GREAT BRITAIN,FTSE 100,GBR
GLAXOSMITHKLINE,GSK.L,GREAT BRITAIN,FTSE 100,GBR
GLENCORE,GLEN.L,GREAT BRITAIN,FTSE 100,GBR
HALMA,HLMA.L,GREAT BRITAIN,FTSE 100,GBR
HARGREAVES LANS,HL.L,GREAT BRITAIN,FTSE 100,GBR
HIKMA,HIK.L,GREAT BRITAIN,FTSE 100,GBR
HSBC HLDGS.UK,HSBA.L,GREAT BRITAIN,FTSE 100,GBR
IMP.BRANDS,IMB.L,GREAT BRITAIN,FTSE 100,GBR
INFORMA,INF.L,GREAT BRITAIN,FTSE 100,GBR
INTERCON. HOTEL,IHG.L,GREAT BRITAIN,FTSE 100,GBR
INTERTEK GROUP,ITRK.L,GREAT BRITAIN,FTSE 100,GBR
INTL CONSOL AIR,IAG.L,GREAT BRITAIN,FTSE 100,GBR
ITV,ITV.L,GREAT BRITAIN,FTSE 100,GBR
JD SPORTS,JD.L,GREAT BRITAIN,FTSE 100,GBR
JOHNSON MATTHEY,JMAT.L,GREAT BRITAIN,FTSE 100,GBR
JUST EAT,JE.L,GREAT BRITAIN,FTSE 100,GBR
KINGFISHER,KGF.L,GREAT BRITAIN,FTSE 100,GBR
LAND SECS.,LAND.L,GREAT BRITAIN,FTSE 100,GBR
LEGAL&GEN.,LGEN.L,GREAT BRITAIN,FTSE 100,GBR
LLOYDS GRP.,LLOY.L,GREAT BRITAIN,FTSE 100,GBR
LON.STK.EXCH,LSE.L,GREAT BRITAIN,FTSE 100,GBR
M&G PLC,MNG.L,GREAT BRITAIN,FTSE 100,GBR
MEGGITT,MGGT.L,GREAT BRITAIN,FTSE 100,GBR
MELROSE IND,MRO.L,GREAT BRITAIN,FTSE 100,GBR
MONDI,MNDI.L,GREAT BRITAIN,FTSE 100,GBR
MORRISON (WM),MRW.L,GREAT BRITAIN,FTSE 100,GBR
NATIONAL GRID,NG.L,GREAT BRITAIN,FTSE 100,GBR
NEXT,NXT.L,GREAT BRITAIN,FTSE 100,GBR
NMC HEALTH,NMC.L,GREAT BRITAIN,FTSE 100,GBR
OCADO,OCDO.L,GREAT BRITAIN,FTSE 100,GBR
PEARSON,PSON.L,GREAT BRITAIN,FTSE 100,GBR
PERSIMMON,PSN.L,GREAT BRITAIN,FTSE 100,GBR
PHOENIX GRP HDG,PHNX.L,GREAT BRITAIN,FTSE 100,GBR
POLYMETAL INT,POLY.L,GREAT BRITAIN,FTSE 100,GBR
PRUDENTIAL,PRU.L,GREAT BRITAIN,FTSE 100,GBR
RDS 'A',RDSA.L,GREAT BRITAIN,FTSE 100,GBR
RDS 'B',RDSB.L,GREAT BRITAIN,FTSE 100,GBR
RECKITT BEN. GP,RB.L,GREAT BRITAIN,FTSE 100,GBR
RELX,REL.L,GREAT BRITAIN,FTSE 100,GBR
RENTOKIL INITL.,RTO.L,GREAT BRITAIN,FTSE 100,GBR
RIGHTMOVE,RMV.L,GREAT BRITAIN,FTSE 100,GBR
RIO TINTO,RIO.L,GREAT BRITAIN,FTSE 100,GBR
ROLLS-ROYCE HLG,RR.L,GREAT BRITAIN,FTSE 100,GBR
ROYAL BANK SCOT,RBS.L,GREAT BRITAIN,FTSE 100,GBR
RSA INS.,RSA.L,GREAT BRITAIN,FTSE 100,GBR
SAGE GRP.,SGE.L,GREAT BRITAIN,FTSE 100,GBR
SAINSBURY(J),SBRY.L,GREAT BRITAIN,FTSE 100,GBR
SCHRODERS,SDR.L,GREAT BRITAIN,FTSE 100,GBR
SCOTTISH MORT,SMT.L,GREAT BRITAIN,FTSE 100,GBR
SEGRO,SGRO.L,GREAT BRITAIN,FTSE 100,GBR
SEVERN TRENT,SVT.L,GREAT BRITAIN,FTSE 100,GBR
SMITH&NEPHEW,SN.L,GREAT BRITAIN,FTSE 100,GBR
SMITH(DS),SMDS.L,GREAT BRITAIN,FTSE 100,GBR
SMITHS GROUP,SMIN.L,GREAT BRITAIN,FTSE 100,GBR
SMURFIT KAP.,SKG.L,GREAT BRITAIN,FTSE 100,GBR
SPIRAX-SARCO,SPX.L,GREAT BRITAIN,FTSE 100,GBR
SSE,SSE.L,GREAT BRITAIN,FTSE 100,GBR
ST.JAMES'S PLAC,STJ.L,GREAT BRITAIN,FTSE 100,GBR
STAND.CHART.,STAN.L,GREAT BRITAIN,FTSE 100,GBR
STD LIFE ABER,SLA.L,GREAT BRITAIN,FTSE 100,GBR
TAYLOR WIMPEY,TW.L,GREAT BRITAIN,FTSE 100,GBR
TESCO,TSCO.L,GREAT BRITAIN,FTSE 100,GBR
TUI AG,TUI.L,GREAT BRITAIN,FTSE 100,GBR
UNILEVER,ULVR.L,GREAT BRITAIN,FTSE 100,GBR
UTD. UTILITIES,UU.L,GREAT BRITAIN,FTSE 100,GBR
VODAFONE GRP.,VOD.L,GREAT BRITAIN,FTSE 100,GBR
WHITBREAD,WTB.L,GREAT BRITAIN,FTSE 100,GBR
WPP,WPP.L,GREAT BRITAIN,FTSE 100,GBR
Abacus Prop Grp,ABP.AX,AUSTRALIA,S&P/ASX 200,AUS
Adelaide Brighton,ABC.AX,AUSTRALIA,S&P/ASX 200,AUS
AGL Energy,AGL.AX,AUSTRALIA,S&P/ASX 200,AUS
ALS,ALQ.AX,AUSTRALIA,S&P/ASX 200,AUS
Altium,ALU.AX,AUSTRALIA,S&P/ASX 200,AUS
Alumina,AWC.AX,AUSTRALIA,S&P/ASX 200,AUS
Amcor,AMC.AX,AUSTRALIA,S&P/ASX 200,AUS
AMP,AMP.AX,AUSTRALIA,S&P/ASX 200,AUS
Ansell,ANN.AX,AUSTRALIA,S&P/ASX 200,AUS
ANZ Banking Grp,ANZ.AX,AUSTRALIA,S&P/ASX 200,AUS
APA Grp,APA.AX,AUSTRALIA,S&P/ASX 200,AUS
APN Outdoor Grp,APO.AX,AUSTRALIA,S&P/ASX 200,AUS
ARB,ARB.AX,AUSTRALIA,S&P/ASX 200,AUS
Ardent Leisure Grp,AAD.AX,AUSTRALIA,S&P/ASX 200,AUS
Aristocrat Leisure,ALL.AX,AUSTRALIA,S&P/ASX 200,AUS
Asaleo Care,AHY.AX,AUSTRALIA,S&P/ASX 200,AUS
ASX,ASX.AX,AUSTRALIA,S&P/ASX 200,AUS
Aurizon Hldgs,AZJ.AX,AUSTRALIA,S&P/ASX 200,AUS
Ausdrill,ASL.AX,AUSTRALIA,S&P/ASX 200,AUS
AusNet Services,AST.AX,AUSTRALIA,S&P/ASX 200,AUS
Aust Pharmaceutical,API.AX,AUSTRALIA,S&P/ASX 200,AUS
Automotive Hldgs,AHG.AX,AUSTRALIA,S&P/ASX 200,AUS
Aveo Grp,AOG.AX,AUSTRALIA,S&P/ASX 200,AUS
Bank of Qld,BOQ.AX,AUSTRALIA,S&P/ASX 200,AUS
Bapcor,BAP.AX,AUSTRALIA,S&P/ASX 200,AUS
Beach Energy,BPT.AX,AUSTRALIA,S&P/ASX 200,AUS
Bega Cheese,BGA.AX,AUSTRALIA,S&P/ASX 200,AUS
Bellamys Aust,BAL.AX,AUSTRALIA,S&P/ASX 200,AUS
Bendigo&Adelaide Bk,BEN.AX,AUSTRALIA,S&P/ASX 200,AUS
BHP,BHP.AX,AUSTRALIA,S&P/ASX 200,AUS
Blackmores,BKL.AX,AUSTRALIA,S&P/ASX 200,AUS
BlueScope Steel,BSL.AX,AUSTRALIA,S&P/ASX 200,AUS
Boral,BLD.AX,AUSTRALIA,S&P/ASX 200,AUS
Brambles,BXB.AX,AUSTRALIA,S&P/ASX 200,AUS
Breville Grp,BRG.AX,AUSTRALIA,S&P/ASX 200,AUS
Brickworks,BKW.AX,AUSTRALIA,S&P/ASX 200,AUS
BT Invest Mgt,BTT.AX,AUSTRALIA,S&P/ASX 200,AUS
BWP Tr,BWP.AX,AUSTRALIA,S&P/ASX 200,AUS
Caltex Aust,CTX.AX,AUSTRALIA,S&P/ASX 200,AUS
Carsales.com,CAR.AX,AUSTRALIA,S&P/ASX 200,AUS
Challenger,CGF.AX,AUSTRALIA,S&P/ASX 200,AUS
Charter Hall Grp,CHC.AX,AUSTRALIA,S&P/ASX 200,AUS
Charter Hall Retail,CQR.AX,AUSTRALIA,S&P/ASX 200,AUS
Chorus,CNU.AX,AUSTRALIA,S&P/ASX 200,AUS
Charter Hall Long W,CLW.AX,AUSTRALIA,S&P/ASX 200,AUS
Cimic Grp,CIM.AX,AUSTRALIA,S&P/ASX 200,AUS
Cleanaway Waste,CWY.AX,AUSTRALIA,S&P/ASX 200,AUS
Coca-Cola Amatil,CCL.AX,AUSTRALIA,S&P/ASX 200,AUS
